text,Tokens,Preprocessed_Text
hello netters im visiting the us im from sweden in august i will probably rent a chevy beretta from alamo ive been quoted for a week for additional days this would include free driving distance but not local taxes baltimore they also told me all insurance thats necessary is included but i doubt that cause a friend rented a car last year and it turned out he needed a lot more insurance than whats included in the base price but on the other hand he didnt rent it from alamo does anyone have some info on this is a ripoff probability that ill be needing more insurance is the beretta a good rental car thanx,"['hello', 'netters', 'im', 'visiting', 'u', 'im', 'sweden', 'august', 'probably', 'rent', 'chevy', 'beretta', 'alamo', 'ive', 'quoted', 'week', 'additional', 'day', 'would', 'include', 'free', 'driving', 'distance', 'local', 'tax', 'baltimore', 'also', 'told', 'insurance', 'thats', 'necessary', 'included', 'doubt', 'cause', 'friend', 'rented', 'car', 'last', 'year', 'turned', 'needed', 'lot', 'insurance', 'whats', 'included', 'base', 'price', 'hand', 'didnt', 'rent', 'alamo', 'anyone', 'info', 'ripoff', 'probability', 'ill', 'needing', 'insurance', 'beretta', 'good', 'rental', 'car', 'thanx']",hello netters im visiting u im sweden august probably rent chevy beretta alamo ive quoted week additional day would include free driving distance local tax baltimore also told insurance thats necessary included doubt cause friend rented car last year turned needed lot insurance whats included base price hand didnt rent alamo anyone info ripoff probability ill needing insurance beretta good rental car thanx
how do you take off the driver side door panel from the inside on an honda prelude the speaker went scratchy and i want to access its pins why are you posting this tripe to recautosvw,"['take', 'driver', 'side', 'door', 'panel', 'inside', 'honda', 'prelude', 'speaker', 'went', 'scratchy', 'want', 'access', 'pin', 'posting', 'tripe', 'recautosvw']",take driver side door panel inside honda prelude speaker went scratchy want access pin posting tripe recautosvw
you can be sure they wouldnt do it if it wasnt to their advantage,"['sure', 'wouldnt', 'wasnt', 'advantage']",sure wouldnt wasnt advantage
i dont know about trains but ive saw a sign on the back of a greyhound bus that warns you that your radar detector may be set off it doesnt explain why but it does set off my radar detector,"['dont', 'know', 'train', 'ive', 'saw', 'sign', 'back', 'greyhound', 'bus', 'warns', 'radar', 'detector', 'may', 'set', 'doesnt', 'explain', 'set', 'radar', 'detector']",dont know train ive saw sign back greyhound bus warns radar detector may set doesnt explain set radar detector
i had exactly the same problem with a horizon third gear would just disengage engine would rev up kind of disconcerting i sold that car quite a few years back but the memory of that tranny sticks with me it also had a clutch chatter in first that the dealer could not fix if the lemon law had been in place then that car would have been covered i have had several jap cars since then figuring the horizon was my contribution to the american auto companies and have never seen any bad behavior with the exception of a toyota tercel with a bit of clutch chatter that they did fix on the first try anyway from that day forward i have sworn that i would never purchase another american car with a standard american manufacturers dont have a clue on how to manufacture five speed transmissions and have been doing the automatics much longer and on many more cars however i hate automatics so i am still buying jap cars not sure this is any help but other cars do this too cheers larry larry rogers larryrogersdgcom big brother larryboriswebodgcom is watching data general the opinions contained herein are my own and do not reflect the opinions of data general or anyone else but they should,"['exactly', 'problem', 'horizon', 'third', 'gear', 'would', 'disengage', 'engine', 'would', 'rev', 'kind', 'disconcerting', 'sold', 'car', 'quite', 'year', 'back', 'memory', 'tranny', 'stick', 'also', 'clutch', 'chatter', 'first', 'dealer', 'could', 'fix', 'lemon', 'law', 'place', 'car', 'would', 'covered', 'several', 'jap', 'car', 'since', 'figuring', 'horizon', 'contribution', 'american', 'auto', 'company', 'never', 'seen', 'bad', 'behavior', 'exception', 'toyota', 'tercel', 'bit', 'clutch', 'chatter', 'fix', 'first', 'try', 'anyway', 'day', 'forward', 'sworn', 'would', 'never', 'purchase', 'another', 'american', 'car', 'standard', 'american', 'manufacturer', 'dont', 'clue', 'manufacture', 'five', 'speed', 'transmission', 'automatic', 'much', 'longer', 'many', 'car', 'however', 'hate', 'automatic', 'still', 'buying', 'jap', 'car', 'sure', 'help', 'car', 'cheer', 'larry', 'larry', 'rogers', 'larryrogersdgcom', 'big', 'brother', 'larryboriswebodgcom', 'watching', 'data', 'general', 'opinion', 'contained', 'herein', 'reflect', 'opinion', 'data', 'general', 'anyone', 'else']",exactly problem horizon third gear would disengage engine would rev kind disconcerting sold car quite year back memory tranny stick also clutch chatter first dealer could fix lemon law place car would covered several jap car since figuring horizon contribution american auto company never seen bad behavior exception toyota tercel bit clutch chatter fix first try anyway day forward sworn would never purchase another american car standard american manufacturer dont clue manufacture five speed transmission automatic much longer many car however hate automatic still buying jap car sure help car cheer larry larry rogers larryrogersdgcom big brother larryboriswebodgcom watching data general opinion contained herein reflect opinion data general anyone else
one thing that everyone is forgetting in this argument over the pricing of the sc vs the japanese cars is the saturns nodicker sticker this makes the saturns price low in comparison to the inflated base prices of the japanese competition on paper but in reality one could dicker several hundred dollars off the price of the japanese cars admittedly though here in canada at least the sc is in the same price class as the civic si not the sc,"['one', 'thing', 'everyone', 'forgetting', 'argument', 'pricing', 'sc', 'v', 'japanese', 'car', 'saturn', 'nodicker', 'sticker', 'make', 'saturn', 'price', 'low', 'comparison', 'inflated', 'base', 'price', 'japanese', 'competition', 'paper', 'reality', 'one', 'could', 'dicker', 'several', 'hundred', 'dollar', 'price', 'japanese', 'car', 'admittedly', 'though', 'canada', 'least', 'sc', 'price', 'class', 'civic', 'si', 'sc']",one thing everyone forgetting argument pricing sc v japanese car saturn nodicker sticker make saturn price low comparison inflated base price japanese competition paper reality one could dicker several hundred dollar price japanese car admittedly though canada least sc price class civic si sc
well drls are already mandatory for motorcycles,"['well', 'drls', 'already', 'mandatory', 'motorcycle']",well drls already mandatory motorcycle
kyto all those who have passats do you recommend using super unleaded or just kyregular unleaded gasoline i have been using regular unleaded a friend of mine has kya jetta and has always used super unleaded and thinks i should be using the same kyhowever i believe the advantages of super unleaded for cars and under kyhas been overplayed by guess who the companies who sell them because that is kywhere they make the most profit a ralph nader report and other consumer advocates kyhave in the past spoken against those oil companies your passat vr is designed to run on premium gasoline however the engine electronics will retard the timing so that no harm wil be done to the engine with lower octane fuel you will likely however get somewhat more power and fuel mileage especially in hot weather out of this particular engine if you do run it on premium tom neumann deluxe i sell volkswagens,"['kyto', 'passats', 'recommend', 'using', 'super', 'unleaded', 'kyregular', 'unleaded', 'gasoline', 'using', 'regular', 'unleaded', 'friend', 'mine', 'kya', 'jetta', 'always', 'used', 'super', 'unleaded', 'think', 'using', 'kyhowever', 'believe', 'advantage', 'super', 'unleaded', 'car', 'kyhas', 'overplayed', 'guess', 'company', 'sell', 'kywhere', 'make', 'profit', 'ralph', 'nader', 'report', 'consumer', 'advocate', 'kyhave', 'past', 'spoken', 'oil', 'company', 'passat', 'vr', 'designed', 'run', 'premium', 'gasoline', 'however', 'engine', 'electronics', 'retard', 'timing', 'harm', 'wil', 'done', 'engine', 'lower', 'octane', 'fuel', 'likely', 'however', 'get', 'somewhat', 'power', 'fuel', 'mileage', 'especially', 'hot', 'weather', 'particular', 'engine', 'run', 'premium', 'tom', 'neumann', 'deluxe', 'sell', 'volkswagens']",kyto passats recommend using super unleaded kyregular unleaded gasoline using regular unleaded friend mine kya jetta always used super unleaded think using kyhowever believe advantage super unleaded car kyhas overplayed guess company sell kywhere make profit ralph nader report consumer advocate kyhave past spoken oil company passat vr designed run premium gasoline however engine electronics retard timing harm wil done engine lower octane fuel likely however get somewhat power fuel mileage especially hot weather particular engine run premium tom neumann deluxe sell volkswagens
i just read articals on this in road and track and car and driver is that one mag or two b and i was wondering if people out there have any opinions that differed from what these mags have to say im looking at the following three suvs anyone whos driven all three have any strong opinions ford explorer toyota runner nissan pathfinder currently im leaning toward the toyota cause ive had big success with toyota trucks in the past and cause i think its the best looking of the three but i thought id see if anyone has any strong opinions thanks karl,"['read', 'articals', 'road', 'track', 'car', 'driver', 'one', 'mag', 'two', 'b', 'wondering', 'people', 'opinion', 'differed', 'mag', 'say', 'im', 'looking', 'following', 'three', 'suv', 'anyone', 'who', 'driven', 'three', 'strong', 'opinion', 'ford', 'explorer', 'toyota', 'runner', 'nissan', 'pathfinder', 'currently', 'im', 'leaning', 'toward', 'toyota', 'cause', 'ive', 'big', 'success', 'toyota', 'truck', 'past', 'cause', 'think', 'best', 'looking', 'three', 'thought', 'id', 'see', 'anyone', 'strong', 'opinion', 'thanks', 'karl']",read articals road track car driver one mag two b wondering people opinion differed mag say im looking following three suv anyone who driven three strong opinion ford explorer toyota runner nissan pathfinder currently im leaning toward toyota cause ive big success toyota truck past cause think best looking three thought id see anyone strong opinion thanks karl
it did it again this morning my ford ranger was idling at rpm ok so i exaggerated a little but it was idling very fast it has a liter carburated engine in it and no blipping of the throttle would cause the idle to drop back to normal i dont think the linkage is stuck what can i do to fix this problem this has been a problem from time to time but has straightened itself out until now i dont have a tach but by gauging by the sound of the engine it is idling about twice as fast as it should be this is down from what it was idling at when i pulled up at a stop light many thanks for any suggestions les,"['morning', 'ford', 'ranger', 'idling', 'rpm', 'ok', 'exaggerated', 'little', 'idling', 'fast', 'liter', 'carburated', 'engine', 'blipping', 'throttle', 'would', 'cause', 'idle', 'drop', 'back', 'normal', 'dont', 'think', 'linkage', 'stuck', 'fix', 'problem', 'problem', 'time', 'time', 'straightened', 'dont', 'tach', 'gauging', 'sound', 'engine', 'idling', 'twice', 'fast', 'idling', 'pulled', 'stop', 'light', 'many', 'thanks', 'suggestion', 'le']",morning ford ranger idling rpm ok exaggerated little idling fast liter carburated engine blipping throttle would cause idle drop back normal dont think linkage stuck fix problem problem time time straightened dont tach gauging sound engine idling twice fast idling pulled stop light many thanks suggestion le
ive had my subaru liberty wd station wagon for about months now saying im happy with it would be an understatement just great well built handles beautifully plenty of power ive only had if off tar once did a trip over the mountains on a narrow windy dirt road often very dodgey in parts the subaru did it with ease i havent had so much fun driving a car for years any other owners out there,"['ive', 'subaru', 'liberty', 'wd', 'station', 'wagon', 'month', 'saying', 'im', 'happy', 'would', 'understatement', 'great', 'well', 'built', 'handle', 'beautifully', 'plenty', 'power', 'ive', 'tar', 'trip', 'mountain', 'narrow', 'windy', 'dirt', 'road', 'often', 'dodgey', 'part', 'subaru', 'ease', 'havent', 'much', 'fun', 'driving', 'car', 'year', 'owner']",ive subaru liberty wd station wagon month saying im happy would understatement great well built handle beautifully plenty power ive tar trip mountain narrow windy dirt road often dodgey part subaru ease havent much fun driving car year owner
from article by theckelcolhpcom tim heckel when i was selling nissans last summer i sold a ser in early august when its supply was getting quite scarce the car was black with abs value option pkg and power moonroof i sold it for plus tax naturally my manager didnt really care to sell one of the most desirable sers for virtually no profit to the best of my knowledge aamir qazi,"['article', 'theckelcolhpcom', 'tim', 'heckel', 'selling', 'nissan', 'last', 'summer', 'sold', 'ser', 'early', 'august', 'supply', 'getting', 'quite', 'scarce', 'car', 'black', 'ab', 'value', 'option', 'pkg', 'power', 'moonroof', 'sold', 'plus', 'tax', 'naturally', 'manager', 'didnt', 'really', 'care', 'sell', 'one', 'desirable', 'sers', 'virtually', 'profit', 'best', 'knowledge', 'aamir', 'qazi']",article theckelcolhpcom tim heckel selling nissan last summer sold ser early august supply getting quite scarce car black ab value option pkg power moonroof sold plus tax naturally manager didnt really care sell one desirable sers virtually profit best knowledge aamir qazi
the best autoshifters on the street and not the track are those from porsche they wont change if you floor the gas during a turn a few years back a was in a sx auto you guys call it a sx without turbo and was going round a corner i floored it and next thing i know i was pointing backwards the other drivers seemed quite amused,"['best', 'autoshifters', 'street', 'track', 'porsche', 'wont', 'change', 'floor', 'gas', 'turn', 'year', 'back', 'sx', 'auto', 'guy', 'call', 'sx', 'without', 'turbo', 'going', 'round', 'corner', 'floored', 'next', 'thing', 'know', 'pointing', 'backwards', 'driver', 'seemed', 'quite', 'amused']",best autoshifters street track porsche wont change floor gas turn year back sx auto guy call sx without turbo going round corner floored next thing know pointing backwards driver seemed quite amused
bad driving habits can damage a car in a couple of months not years if that were not the case everyone would be driving fleet rental resolds and while you are considering things factors in stat terms how about city vs highway driving ratios owner vs dealer service extreme weather or environment adherence sp to maintenance schedules whether the car has ever been in an accident number of different drivers of the same car in a family whether the car is garaged warmed up spiros,"['bad', 'driving', 'habit', 'damage', 'car', 'couple', 'month', 'year', 'case', 'everyone', 'would', 'driving', 'fleet', 'rental', 'resolds', 'considering', 'thing', 'factor', 'stat', 'term', 'city', 'v', 'highway', 'driving', 'ratio', 'owner', 'v', 'dealer', 'service', 'extreme', 'weather', 'environment', 'adherence', 'sp', 'maintenance', 'schedule', 'whether', 'car', 'ever', 'accident', 'number', 'different', 'driver', 'car', 'family', 'whether', 'car', 'garaged', 'warmed', 'spiros']",bad driving habit damage car couple month year case everyone would driving fleet rental resolds considering thing factor stat term city v highway driving ratio owner v dealer service extreme weather environment adherence sp maintenance schedule whether car ever accident number different driver car family whether car garaged warmed spiros
that shows how much you know about anything the brakes on the sho are very different inch or i forget discs all around vented in front the normal taurus setup is smaller discs front drums rear your argument still boils down to an sho shouldnt be driven fast because i jim frost say it isnt designed to go fast pffffftttttt damn straight youre one of those people who makes stuff up and tries to pawn it off as gods own truth if i want lies i can go listen to television,"['show', 'much', 'know', 'anything', 'brake', 'sho', 'different', 'inch', 'forget', 'disc', 'around', 'vented', 'front', 'normal', 'taurus', 'setup', 'smaller', 'disc', 'front', 'drum', 'rear', 'argument', 'still', 'boil', 'sho', 'shouldnt', 'driven', 'fast', 'jim', 'frost', 'say', 'isnt', 'designed', 'go', 'fast', 'pffffftttttt', 'damn', 'straight', 'youre', 'one', 'people', 'make', 'stuff', 'try', 'pawn', 'god', 'truth', 'want', 'lie', 'go', 'listen', 'television']",show much know anything brake sho different inch forget disc around vented front normal taurus setup smaller disc front drum rear argument still boil sho shouldnt driven fast jim frost say isnt designed go fast pffffftttttt damn straight youre one people make stuff try pawn god truth want lie go listen television
i was out of date vw is stealing execs directly from opel independent of lopez shameful,"['date', 'vw', 'stealing', 'exec', 'directly', 'opel', 'independent', 'lopez', 'shameful']",date vw stealing exec directly opel independent lopez shameful
i dont know where you live but i couldnt get out of my driveway at night without reverse lights as someone said out in the country you notice neat little things like stars and the difference between day and night at night around my house which is amongst a forest of rather tall oaks it is dark except for nights with full moons reverse lights illuminate my path very well when backing up i greatly prefer cars with them to cars without operational reverse lights james,"['dont', 'know', 'live', 'couldnt', 'get', 'driveway', 'night', 'without', 'reverse', 'light', 'someone', 'said', 'country', 'notice', 'neat', 'little', 'thing', 'like', 'star', 'difference', 'day', 'night', 'night', 'around', 'house', 'amongst', 'forest', 'rather', 'tall', 'oak', 'dark', 'except', 'night', 'full', 'moon', 'reverse', 'light', 'illuminate', 'path', 'well', 'backing', 'greatly', 'prefer', 'car', 'car', 'without', 'operational', 'reverse', 'light', 'james']",dont know live couldnt get driveway night without reverse light someone said country notice neat little thing like star difference day night night around house amongst forest rather tall oak dark except night full moon reverse light illuminate path well backing greatly prefer car car without operational reverse light james
last night i had a dream that my dad bought a viper i took it out for a test drive without his knowledge and had to push it all the way home just to avoid a ticket wierd dream i wonder what it means,"['last', 'night', 'dream', 'dad', 'bought', 'viper', 'took', 'test', 'drive', 'without', 'knowledge', 'push', 'way', 'home', 'avoid', 'ticket', 'wierd', 'dream', 'wonder', 'mean']",last night dream dad bought viper took test drive without knowledge push way home avoid ticket wierd dream wonder mean
these substitutes exist and at this time are available its the future availability that is in doubt ghg get it from peoples welding supply butanepropane you can mix this yourself so no one can ever regulate it away just make sure you use good quality dry gases i dont know of any mpg carb distributors,"['substitute', 'exist', 'time', 'available', 'future', 'availability', 'doubt', 'ghg', 'get', 'people', 'welding', 'supply', 'butanepropane', 'mix', 'one', 'ever', 'regulate', 'away', 'make', 'sure', 'use', 'good', 'quality', 'dry', 'gas', 'dont', 'know', 'mpg', 'carb', 'distributor']",substitute exist time available future availability doubt ghg get people welding supply butanepropane mix one ever regulate away make sure use good quality dry gas dont know mpg carb distributor
les bartels comments let me add my in i had a ac installed by the ford garage and it did not work as well as the ac that was installed by the factory in pickups identical to mine i have talked to other people that have had the same result dont know if this is just a problem with ford or what,"['le', 'bartels', 'comment', 'let', 'add', 'ac', 'installed', 'ford', 'garage', 'work', 'well', 'ac', 'installed', 'factory', 'pickup', 'identical', 'mine', 'talked', 'people', 'result', 'dont', 'know', 'problem', 'ford']",le bartels comment let add ac installed ford garage work well ac installed factory pickup identical mine talked people result dont know problem ford
,[],
its great that all these other cars can outhandle outcorner and out accelerate an integra but youve got to ask yourself one question do all these other cars have a moonroof with a sliding sunshade no wimpy popup sunroofs or power sliding roofs that are opaque a moonroof that can be opened to the air closed to let just light in or shaded so that nothing comes in youve just got to know whats important,"['great', 'car', 'outhandle', 'outcorner', 'accelerate', 'integra', 'youve', 'got', 'ask', 'one', 'question', 'car', 'moonroof', 'sliding', 'sunshade', 'wimpy', 'popup', 'sunroof', 'power', 'sliding', 'roof', 'opaque', 'moonroof', 'opened', 'air', 'closed', 'let', 'light', 'shaded', 'nothing', 'come', 'youve', 'got', 'know', 'whats', 'important']",great car outhandle outcorner accelerate integra youve got ask one question car moonroof sliding sunshade wimpy popup sunroof power sliding roof opaque moonroof opened air closed let light shaded nothing come youve got know whats important
labour prices for car service are very expensive in toronto compared to other parts of ontario for example there are places in ottawa that still charge only hour ive seen a couple of places charging hour the cheapest ive heard in toronto is hour,"['labour', 'price', 'car', 'service', 'expensive', 'toronto', 'compared', 'part', 'ontario', 'example', 'place', 'ottawa', 'still', 'charge', 'hour', 'ive', 'seen', 'couple', 'place', 'charging', 'hour', 'cheapest', 'ive', 'heard', 'toronto', 'hour']",labour price car service expensive toronto compared part ontario example place ottawa still charge hour ive seen couple place charging hour cheapest ive heard toronto hour
about a year ago some kids tossed a rock off an overpass on i near eau claire wisconsin and it killed the driver below i believe he was a schoolteacher from minnesota,"['year', 'ago', 'kid', 'tossed', 'rock', 'overpass', 'near', 'eau', 'claire', 'wisconsin', 'killed', 'driver', 'believe', 'schoolteacher', 'minnesota']",year ago kid tossed rock overpass near eau claire wisconsin killed driver believe schoolteacher minnesota
unfortunately ive got another story to add to this my girlfriend and i were driving through west la and got pelted by a rock just as we were pulling away from a stoplight the scary thing was that the rock was heavy enough to put a decentsized dent in the door of my riviera which is pretty much solid detriot iron couple of inches higher and it would have gone through the window chris chris barrus chrisblynxpsuciedu kallistaaolcom buick riviera boattail peace through superior automotive power sacred cows make the best hamburger abbie hoffman,"['unfortunately', 'ive', 'got', 'another', 'story', 'add', 'girlfriend', 'driving', 'west', 'la', 'got', 'pelted', 'rock', 'pulling', 'away', 'stoplight', 'scary', 'thing', 'rock', 'heavy', 'enough', 'put', 'decentsized', 'dent', 'door', 'riviera', 'pretty', 'much', 'solid', 'detriot', 'iron', 'couple', 'inch', 'higher', 'would', 'gone', 'window', 'chris', 'chris', 'barrus', 'chrisblynxpsuciedu', 'kallistaaolcom', 'buick', 'riviera', 'boattail', 'peace', 'superior', 'automotive', 'power', 'sacred', 'cow', 'make', 'best', 'hamburger', 'abbie', 'hoffman']",unfortunately ive got another story add girlfriend driving west la got pelted rock pulling away stoplight scary thing rock heavy enough put decentsized dent door riviera pretty much solid detriot iron couple inch higher would gone window chris chris barrus chrisblynxpsuciedu kallistaaolcom buick riviera boattail peace superior automotive power sacred cow make best hamburger abbie hoffman
my honda has a cable release that can be locked out with the ignition key the valet key can be left with someone and will not unlock the trunk or enable the cable release,"['honda', 'cable', 'release', 'locked', 'ignition', 'key', 'valet', 'key', 'left', 'someone', 'unlock', 'trunk', 'enable', 'cable', 'release']",honda cable release locked ignition key valet key left someone unlock trunk enable cable release
let me see unless you have an accident you wont need more hmmmmmmm,"['let', 'see', 'unless', 'accident', 'wont', 'need', 'hmmmmmmm']",let see unless accident wont need hmmmmmmm
as a stong selfdefense advocate youre statement does littel but irk me of course shooting someone because they throw a rock at your car is out of the question but what if they disabled your car with their rock and then wanted to come killraperobbeat or otherwise harm you your wife kids i think you would like the power to defend yourself in this situation wouldnt you or is it that you value the lives of such rock throwers more than your own or those of your family dont think it couldnt happen to you from the sounds of it here it has happened to a few people please do not misunderstand the only justification for using deadly force on someone is that if you dont it will mean your own death or grave bodily harm i am far far away from supporting vilante justice or anything like that oh and if you mean to be funny please add the appropriate followups to talkpoliticsguns please were getting a bit off track here,"['stong', 'selfdefense', 'advocate', 'youre', 'statement', 'littel', 'irk', 'course', 'shooting', 'someone', 'throw', 'rock', 'car', 'question', 'disabled', 'car', 'rock', 'wanted', 'come', 'killraperobbeat', 'otherwise', 'harm', 'wife', 'kid', 'think', 'would', 'like', 'power', 'defend', 'situation', 'wouldnt', 'value', 'life', 'rock', 'thrower', 'family', 'dont', 'think', 'couldnt', 'happen', 'sound', 'happened', 'people', 'please', 'misunderstand', 'justification', 'using', 'deadly', 'force', 'someone', 'dont', 'mean', 'death', 'grave', 'bodily', 'harm', 'far', 'far', 'away', 'supporting', 'vilante', 'justice', 'anything', 'like', 'oh', 'mean', 'funny', 'please', 'add', 'appropriate', 'followup', 'talkpoliticsguns', 'please', 'getting', 'bit', 'track']",stong selfdefense advocate youre statement littel irk course shooting someone throw rock car question disabled car rock wanted come killraperobbeat otherwise harm wife kid think would like power defend situation wouldnt value life rock thrower family dont think couldnt happen sound happened people please misunderstand justification using deadly force someone dont mean death grave bodily harm far far away supporting vilante justice anything like oh mean funny please add appropriate followup talkpoliticsguns please getting bit track
i just wanted to know,"['wanted', 'know']",wanted know
you raise a valid point but again its a tradeoff how much money do you want to spend for that kind of protection you could buy a volvo saab or benz and get really good crash protection and other luxuries but youll pay significantly more for it in my case its out of the question because all of those cars are beyond my budget even in highspeed headon collisions the most beneficial item you can have is a good old point seatbelt nowadays at least in the us you get an airbag if you get a point belt so presumably you get an added safety benefit there as well thats something i certainly look for and which can be had in inexpensive cars my of course,"['raise', 'valid', 'point', 'tradeoff', 'much', 'money', 'want', 'spend', 'kind', 'protection', 'could', 'buy', 'volvo', 'saab', 'benz', 'get', 'really', 'good', 'crash', 'protection', 'luxury', 'youll', 'pay', 'significantly', 'case', 'question', 'car', 'beyond', 'budget', 'even', 'highspeed', 'headon', 'collision', 'beneficial', 'item', 'good', 'old', 'point', 'seatbelt', 'nowadays', 'least', 'u', 'get', 'airbag', 'get', 'point', 'belt', 'presumably', 'get', 'added', 'safety', 'benefit', 'well', 'thats', 'something', 'certainly', 'look', 'inexpensive', 'car', 'course']",raise valid point tradeoff much money want spend kind protection could buy volvo saab benz get really good crash protection luxury youll pay significantly case question car beyond budget even highspeed headon collision beneficial item good old point seatbelt nowadays least u get airbag get point belt presumably get added safety benefit well thats something certainly look inexpensive car course
hello netters i would like to find out information about a device that is used on vans and trucks this device is a step that hooks onto the tire and folds up for storage ive seen this device on tnns shady tree mechanic i would like to know if it is a good product and i would also like the price and address of where i can purchase this product thanks,"['hello', 'netters', 'would', 'like', 'find', 'information', 'device', 'used', 'van', 'truck', 'device', 'step', 'hook', 'onto', 'tire', 'fold', 'storage', 'ive', 'seen', 'device', 'tnns', 'shady', 'tree', 'mechanic', 'would', 'like', 'know', 'good', 'product', 'would', 'also', 'like', 'price', 'address', 'purchase', 'product', 'thanks']",hello netters would like find information device used van truck device step hook onto tire fold storage ive seen device tnns shady tree mechanic would like know good product would also like price address purchase product thanks
this weeks autoweek talks about how wagons are getting back in vogue i wouldnt mind an audi s wagon great stealth value but youll never catch me dead in a minivan,"['week', 'autoweek', 'talk', 'wagon', 'getting', 'back', 'vogue', 'wouldnt', 'mind', 'audi', 'wagon', 'great', 'stealth', 'value', 'youll', 'never', 'catch', 'dead', 'minivan']",week autoweek talk wagon getting back vogue wouldnt mind audi wagon great stealth value youll never catch dead minivan
car and driver rated the is at at after k miles last time i checked automobile magazine rated new is mile gee aint quotiin funner than the dickens sounds like we need a race ill let you have the newer version can someone out there lend me a is for a day i wont hurt it i promise,"['car', 'driver', 'rated', 'k', 'mile', 'last', 'time', 'checked', 'automobile', 'magazine', 'rated', 'new', 'mile', 'gee', 'aint', 'quotiin', 'funner', 'dickens', 'sound', 'like', 'need', 'race', 'ill', 'let', 'newer', 'version', 'someone', 'lend', 'day', 'wont', 'hurt', 'promise']",car driver rated k mile last time checked automobile magazine rated new mile gee aint quotiin funner dickens sound like need race ill let newer version someone lend day wont hurt promise
checker motors went out of business in its hard to get old checkers that are worth restoring since almost every one was a fleet vehicle that was driven into the ground if you can get a body in decent shape the mechanicals should all be available somewhere checker used whatever parts were around for instance i had a chevy straight six and a gmc truck radiator and a ford rear in mine actually you want a checker special if you can find one,"['checker', 'motor', 'went', 'business', 'hard', 'get', 'old', 'checker', 'worth', 'restoring', 'since', 'almost', 'every', 'one', 'fleet', 'vehicle', 'driven', 'ground', 'get', 'body', 'decent', 'shape', 'mechanicals', 'available', 'somewhere', 'checker', 'used', 'whatever', 'part', 'around', 'instance', 'chevy', 'straight', 'six', 'gmc', 'truck', 'radiator', 'ford', 'rear', 'mine', 'actually', 'want', 'checker', 'special', 'find', 'one']",checker motor went business hard get old checker worth restoring since almost every one fleet vehicle driven ground get body decent shape mechanicals available somewhere checker used whatever part around instance chevy straight six gmc truck radiator ford rear mine actually want checker special find one
twovolume softcover repair manuals for all models of toyota celicas probably good for models as well like new condition these are the manuals used by the toyota dealers mechanics they normally cost over new obo,"['twovolume', 'softcover', 'repair', 'manual', 'model', 'toyota', 'celicas', 'probably', 'good', 'model', 'well', 'like', 'new', 'condition', 'manual', 'used', 'toyota', 'dealer', 'mechanic', 'normally', 'cost', 'new', 'obo']",twovolume softcover repair manual model toyota celicas probably good model well like new condition manual used toyota dealer mechanic normally cost new obo
i would suggest you take the car to the nearest chevron dealer with your own oil and filter ask for an oil change it will cost less than watch himher do it just from watching someone do a job you will be able to learn and remember the sequence and do it right when you do it yourself the next time besides when heshe loosens the drain nut the next time around it will be easier for you if it is stuck use an impact wrench not too much force though use a new washer each time you put the nut back,"['would', 'suggest', 'take', 'car', 'nearest', 'chevron', 'dealer', 'oil', 'filter', 'ask', 'oil', 'change', 'cost', 'le', 'watch', 'himher', 'watching', 'someone', 'job', 'able', 'learn', 'remember', 'sequence', 'right', 'next', 'time', 'besides', 'heshe', 'loosens', 'drain', 'nut', 'next', 'time', 'around', 'easier', 'stuck', 'use', 'impact', 'wrench', 'much', 'force', 'though', 'use', 'new', 'washer', 'time', 'put', 'nut', 'back']",would suggest take car nearest chevron dealer oil filter ask oil change cost le watch himher watching someone job able learn remember sequence right next time besides heshe loosens drain nut next time around easier stuck use impact wrench much force though use new washer time put nut back
hi i was looking for some helpful advice im a university student with about to spend and im looking for a used car does anyone have any useful advice they could offer to a first time buyer im not looking for anything sporty just something functional and reliable less maintenance costs anybody have any ideas on what models might suit me thanks,"['hi', 'looking', 'helpful', 'advice', 'im', 'university', 'student', 'spend', 'im', 'looking', 'used', 'car', 'anyone', 'useful', 'advice', 'could', 'offer', 'first', 'time', 'buyer', 'im', 'looking', 'anything', 'sporty', 'something', 'functional', 'reliable', 'le', 'maintenance', 'cost', 'anybody', 'idea', 'model', 'might', 'suit', 'thanks']",hi looking helpful advice im university student spend im looking used car anyone useful advice could offer first time buyer im looking anything sporty something functional reliable le maintenance cost anybody idea model might suit thanks
